genre,color,top,left,font_size,run_date
colombian hardcore,"rgb(231, 80, 36)",7473px,298px,100%,20211202
disney horspiele,"rgb(153, 93, 0)",15575px,1156px,102%,20211202
neo-trad metal,"rgb(223, 84, 32)",5195px,223px,101%,20211202
brazilian death metal,"rgb(235, 55, 113)",10059px,170px,100%,20211202
easycore,"rgb(226, 91, 10)",3480px,267px,101%,20211202
cascadian black metal,"rgb(177, 92, 180)",10604px,46px,100%,20211202
progressive black metal,"rgb(210, 83, 119)",8234px,114px,100%,20211202
russian metalcore,"rgb(231, 89, 49)",4115px,237px,101%,20211202
folklore venezolano,"rgb(160, 137, 12)",14504px,952px,100%,20211202
british electroacoustic,"rgb(70, 130, 120)",16342px,364px,100%,20211202
sound collage,"rgb(134, 105, 89)",14027px,641px,100%,20211202
moog,"rgb(88, 143, 146)",14468px,620px,100%,20211202
montreal indie,"rgb(141, 139, 78)",9110px,644px,101%,20211202
seinen,"rgb(159, 132, 85)",5746px,604px,101%,20211202
indonesian r&b,"rgb(171, 138, 92)",3771px,1027px,102%,20211202
krautrock,"rgb(132, 132, 140)",11938px,481px,101%,20211202
hyperpop,"rgb(165, 137, 66)",4724px,827px,105%,20211202
experimental pop,"rgb(144, 132, 92)",10643px,536px,103%,20211202
chillwave,"rgb(166, 136, 108)",5147px,572px,106%,20211202
chip hop,"rgb(170, 126, 75)",6023px,878px,100%,20211202
zampogna,"rgb(98, 151, 110)",13246px,276px,100%,20211202
breakcore,"rgb(199, 102, 139)",4046px,805px,100%,20211202
indie sudcaliforniano,"rgb(157, 134, 23)",8039px,819px,100%,20211202
bitpop,"rgb(190, 128, 102)",2673px,678px,101%,20211202
vgm instrumental,"rgb(81, 164, 194)",14039px,723px,100%,20211202
wrestling,"rgb(183, 112, 87)",4645px,548px,105%,20211202
house,"rgb(205, 126, 110)",1165px,1119px,112%,20211202
experimental dub,"rgb(159, 129, 115)",3268px,1053px,100%,20211202
techno argentina,"rgb(188, 141, 216)",582px,1223px,100%,20211202
detroit indie,"rgb(172, 125, 47)",7302px,572px,100%,20211202
ambient psychill,"rgb(159, 151, 197)",3374px,710px,100%,20211202
workout product,"rgb(187, 136, 119)",1152px,1149px,101%,20211202
schranz,"rgb(221, 92, 193)",740px,987px,100%,20211202
french techno,"rgb(188, 137, 199)",680px,1227px,101%,20211202
russian techno,"rgb(175, 142, 209)",910px,1302px,100%,20211202
ghettotech,"rgb(179, 129, 114)",1487px,1275px,100%,20211202
kinderchor,"rgb(82, 162, 27)",13917px,785px,100%,20211202
japanese vgm,"rgb(141, 135, 177)",7021px,425px,103%,20211202
vanuatu music,"rgb(149, 134, 20)",6309px,1075px,100%,20211202
chill out,"rgb(121, 163, 195)",7328px,876px,101%,20211202
vogue,"rgb(184, 129, 115)",2050px,1131px,100%,20211202
modern cello,"rgb(61, 159, 169)",16090px,310px,100%,20211202
glitch hop,"rgb(176, 132, 120)",3851px,890px,101%,20211202
digital hardcore,"rgb(210, 85, 109)",4062px,442px,101%,20211202
indietronica,"rgb(172, 134, 68)",3745px,660px,111%,20211202
scorecore,"rgb(88, 152, 188)",12218px,333px,105%,20211202
japanese dream pop,"rgb(155, 136, 100)",8493px,429px,100%,20211202
zambian hip hop,"rgb(180, 136, 7)",8766px,1015px,100%,20211202
deep folk metal,"rgb(209, 93, 78)",6655px,204px,100%,20211202
trap brasileiro,"rgb(147, 148, 6)",7870px,1075px,105%,20211202
rock abc paulista,"rgb(215, 92, 48)",8467px,312px,100%,20211202
swedish drill,"rgb(152, 152, 4)",8629px,1090px,102%,20211202
rap norteno chileno,"rgb(167, 131, 13)",9953px,1042px,100%,20211202
asakaa,"rgb(172, 139, 8)",7289px,1124px,100%,20211202
trinidadian reggae,"rgb(185, 132, 14)",5000px,1075px,100%,20211202
romanian contemporary classical,"rgb(30, 156, 130)",19738px,331px,100%,20211202
art song,"rgb(30, 156, 24)",20044px,421px,100%,20211202
musica menorquina,"rgb(123, 144, 25)",13322px,748px,100%,20211202
finnish tango,"rgb(94, 151, 6)",15257px,557px,100%,20211202
italian orchestra,"rgb(54, 149, 68)",19536px,377px,100%,20211202
indie anthem-folk,"rgb(110, 153, 14)",12696px,564px,105%,20211202
acoustic chill,"rgb(76, 166, 9)",14681px,801px,101%,20211202
deep indie singer-songwriter,"rgb(123, 150, 15)",10877px,584px,100%,20211202
mandolin,"rgb(112, 155, 90)",14443px,865px,100%,20211202
traditional folk,"rgb(77, 151, 36)",17956px,1002px,101%,20211202
musica popular uruguaya,"rgb(140, 136, 12)",12818px,870px,100%,20211202
indian singer-songwriter,"rgb(109, 157, 20)",11085px,693px,102%,20211202
chicago drill,"rgb(161, 145, 1)",6144px,993px,104%,20211202
cosmic american,"rgb(128, 132, 44)",13643px,675px,102%,20211202
apostolic worship,"rgb(151, 134, 6)",10876px,429px,100%,20211202
sertanejo universitario,"rgb(176, 134, 1)",9073px,829px,113%,20211202
5th wave emo,"rgb(171, 119, 42)",9183px,350px,101%,20211202
musique mauritanienne,"rgb(155, 142, 7)",10630px,966px,100%,20211202
argentine punk,"rgb(214, 95, 25)",8505px,354px,101%,20211202
classic bhangra,"rgb(192, 115, 19)",8370px,989px,101%,20211202
old-time fiddle,"rgb(112, 161, 91)",14860px,710px,100%,20211202
cincinnati rap,"rgb(143, 152, 5)",5684px,1075px,100%,20211202
arabic hip hop,"rgb(174, 133, 15)",7264px,1027px,102%,20211202
drone metal,"rgb(161, 109, 171)",10729px,128px,101%,20211202
rap marseille,"rgb(184, 132, 8)",8205px,1080px,105%,20211202
australian garage punk,"rgb(204, 103, 47)",7853px,300px,102%,20211202
rap capixaba,"rgb(144, 152, 5)",8554px,1071px,100%,20211202
musique guadeloupe,"rgb(189, 134, 14)",4525px,1034px,100%,20211202
garhwali pop,"rgb(167, 130, 8)",10691px,926px,100%,20211202
jain bhajan,"rgb(144, 133, 6)",13395px,803px,100%,20211202
sinogaze,"rgb(170, 128, 134)",6680px,252px,100%,20211202
bachata dominicana,"rgb(165, 147, 5)",6762px,1230px,104%,20211202
mississippi hip hop,"rgb(161, 140, 4)",5188px,1088px,102%,20211202
baton rouge rap,"rgb(161, 143, 4)",4605px,1117px,105%,20211202
jackin' house,"rgb(209, 114, 142)",668px,1308px,100%,20211202
classical guitar quartet,"rgb(39, 167, 220)",19412px,991px,100%,20211202
amapiano,"rgb(156, 158, 115)",987px,1363px,101%,20211202
new orleans jazz,"rgb(89, 132, 113)",17612px,1008px,102%,20211202
carnatic instrumental,"rgb(133, 134, 130)",16324px,857px,100%,20211202
modern old-time,"rgb(117, 154, 54)",14504px,797px,100%,20211202
sufi,"rgb(135, 132, 27)",14381px,718px,104%,20211202
rock urbano mexicano,"rgb(190, 114, 16)",10184px,510px,103%,20211202
burkinabe traditional,"rgb(145, 136, 72)",13643px,1104px,100%,20211202
horror punk,"rgb(216, 80, 33)",8529px,325px,102%,20211202
malayalam pop,"rgb(135, 148, 6)",9852px,814px,101%,20211202
folclore salteno,"rgb(118, 143, 13)",14640px,977px,101%,20211202
string band,"rgb(107, 156, 58)",15400px,846px,100%,20211202
norwegian country,"rgb(161, 136, 6)",8517px,641px,101%,20211202
malian blues,"rgb(141, 145, 54)",11958px,910px,101%,20211202
canadian rockabilly,"rgb(158, 112, 14)",13285px,685px,100%,20211202
sertanejo gospel,"rgb(160, 145, 30)",6992px,718px,101%,20211202
hong kong rock,"rgb(167, 124, 20)",7168px,496px,100%,20211202
kentucky metal,"rgb(209, 83, 92)",9281px,228px,100%,20211202
post-metal,"rgb(173, 107, 160)",9829px,158px,101%,20211202
rap conciencia,"rgb(183, 123, 7)",11256px,1049px,105%,20211202
bahamian pop,"rgb(181, 126, 39)",4339px,1062px,100%,20211202
nigerian pop,"rgb(185, 134, 6)",8143px,1053px,106%,20211202
balkan hip hop,"rgb(186, 123, 13)",8457px,1069px,101%,20211202
gambian pop,"rgb(167, 141, 13)",9293px,1097px,100%,20211202
detroit trap,"rgb(164, 142, 1)",5256px,1045px,103%,20211202
ladakhi pop,"rgb(144, 146, 11)",4750px,829px,100%,20211202
jazz fusion,"rgb(101, 141, 100)",15931px,825px,104%,20211202
rajasthani folk,"rgb(155, 121, 34)",14769px,745px,100%,20211202
hindustani vocal,"rgb(102, 143, 60)",17136px,462px,100%,20211202
rock en asturiano,"rgb(200, 108, 14)",7535px,465px,100%,20211202
kompa gouyad,"rgb(172, 152, 24)",2474px,996px,100%,20211202
stride,"rgb(84, 138, 128)",17890px,996px,103%,20211202
canberra indie,"rgb(156, 130, 38)",10802px,433px,100%,20211202
german indie folk,"rgb(118, 150, 18)",11333px,696px,101%,20211202
norwegian folk rock,"rgb(146, 140, 12)",11148px,496px,101%,20211202
macedonian folk,"rgb(156, 136, 22)",12470px,521px,100%,20211202
pinoy pop punk,"rgb(206, 107, 14)",6039px,350px,101%,20211202
rock caipira,"rgb(187, 121, 31)",8002px,564px,100%,20211202
french post-rock,"rgb(143, 139, 178)",9109px,270px,100%,20211202
balkan folk metal,"rgb(205, 99, 94)",7510px,233px,100%,20211202
kayokyoku,"rgb(133, 143, 9)",11345px,594px,101%,20211202
stoner rock,"rgb(194, 105, 90)",10457px,265px,103%,20211202
gospel soul,"rgb(129, 124, 11)",14137px,672px,100%,20211202
prog metal,"rgb(183, 123, 35)",6985px,274px,101%,20211202
christian power metal,"rgb(215, 98, 27)",5078px,212px,100%,20211202
canadian death metal,"rgb(231, 67, 122)",6348px,163px,100%,20211202
norwegian black metal,"rgb(215, 60, 132)",9520px,63px,101%,20211202
technical black metal,"rgb(212, 48, 159)",10678px,34px,100%,20211202
blackened deathcore,"rgb(225, 69, 115)",6152px,145px,101%,20211202
bible,"rgb(67, 129, 0)",16263px,1331px,100%,20211202
baltic choir,"rgb(32, 156, 59)",20153px,110px,100%,20211202
brazilian doom metal,"rgb(175, 114, 116)",10255px,140px,100%,20211202
technical brutal death metal,"rgb(234, 62, 156)",8901px,181px,100%,20211202
gothic black metal,"rgb(212, 94, 93)",6299px,176px,100%,20211202
romanian black metal,"rgb(206, 84, 132)",8026px,101px,100%,20211202
dutch punk rock,"rgb(221, 93, 16)",5497px,304px,100%,20211202
muzica copii,"rgb(134, 152, 19)",10360px,1015px,100%,20211202
epicore,"rgb(128, 134, 189)",8664px,329px,103%,20211202
brazilian house,"rgb(187, 142, 134)",1215px,1185px,101%,20211202
concertina,"rgb(85, 166, 144)",16538px,928px,100%,20211202
final fantasy,"rgb(107, 148, 179)",11507px,381px,101%,20211202
psychedelic jazz fusion,"rgb(149, 127, 153)",11509px,532px,100%,20211202
bulgarian indie,"rgb(150, 139, 75)",7621px,648px,100%,20211202
bagpipe marching band,"rgb(106, 132, 141)",13853px,325px,100%,20211202
stubenmusik,"rgb(70, 173, 152)",17374px,1068px,100%,20211202
deep deep tech house,"rgb(188, 138, 195)",643px,1326px,100%,20211202
kodomo no ongaku,"rgb(118, 150, 14)",11682px,1008px,101%,20211202
breakbeat,"rgb(208, 119, 121)",1536px,956px,102%,20211202
indie arequipeno,"rgb(182, 121, 50)",6720px,536px,100%,20211202
noise,"rgb(171, 54, 159)",11499px,188px,100%,20211202
latvian rock,"rgb(176, 124, 40)",4960px,562px,100%,20211202
minnesang,"rgb(30, 165, 31)",19042px,579px,100%,20211202
bothy ballad,"rgb(51, 159, 41)",17560px,1053px,100%,20211202
electroacoustic improvisation,"rgb(88, 119, 131)",14714px,391px,100%,20211202
experimental,"rgb(130, 121, 99)",13297px,546px,103%,20211202
french indietronica,"rgb(156, 144, 84)",4671px,803px,104%,20211202
rock keyboard,"rgb(134, 133, 114)",12560px,548px,100%,20211202
japanese jazztronica,"rgb(177, 132, 104)",4459px,863px,101%,20211202
rebel blues,"rgb(170, 133, 75)",4565px,562px,103%,20211202
french dub,"rgb(164, 143, 104)",2562px,1017px,100%,20211202
greek house,"rgb(176, 145, 187)",990px,1258px,100%,20211202
polish techno,"rgb(179, 148, 197)",791px,1237px,100%,20211202
tanzlmusi,"rgb(68, 170, 146)",17586px,1075px,100%,20211202
music box,"rgb(57, 187, 171)",13508px,996px,102%,20211202
classical accordion,"rgb(71, 156, 96)",17268px,557px,100%,20211202
italian soundtrack,"rgb(68, 160, 173)",16051px,327px,101%,20211202
swiss pop,"rgb(177, 133, 46)",4033px,805px,101%,20211202
lebanese indie,"rgb(127, 145, 56)",10172px,629px,100%,20211202
neapolitan funk,"rgb(162, 129, 81)",5151px,1002px,100%,20211202
ambeat,"rgb(162, 135, 112)",4777px,1002px,101%,20211202
bulgarian electronic,"rgb(190, 141, 193)",680px,1343px,100%,20211202
brass ensemble,"rgb(59, 151, 194)",18683px,492px,100%,20211202
american modern classical,"rgb(52, 153, 141)",19015px,523px,101%,20211202
er ge,"rgb(101, 150, 52)",10987px,994px,100%,20211202
cape town indie,"rgb(171, 133, 46)",4142px,797px,101%,20211202
chilean hardcore,"rgb(210, 101, 24)",5512px,514px,101%,20211202
destroy techno,"rgb(195, 130, 142)",1449px,1124px,102%,20211202
detski pesnichki,"rgb(116, 153, 29)",11012px,1025px,100%,20211202
synthwave brasileiro,"rgb(161, 144, 156)",3083px,584px,100%,20211202
cuban electronic,"rgb(203, 123, 143)",1747px,948px,100%,20211202
german house,"rgb(167, 148, 156)",1103px,1253px,102%,20211202
belgian techno,"rgb(190, 138, 206)",516px,1234px,100%,20211202
louvor,"rgb(92, 156, 34)",13655px,574px,101%,20211202
musica de fondo,"rgb(61, 121, 197)",17030px,199px,103%,20211202
antideutsche,"rgb(192, 116, 20)",5857px,764px,102%,20211202
polish experimental,"rgb(122, 129, 164)",12206px,350px,100%,20211202
traditional soul,"rgb(131, 134, 48)",11024px,932px,100%,20211202
early synthpop,"rgb(178, 120, 77)",2910px,872px,101%,20211202
swiss jazz,"rgb(92, 141, 145)",15269px,810px,100%,20211202
swedish synth,"rgb(188, 134, 91)",1932px,788px,100%,20211202
nu skool breaks,"rgb(199, 123, 132)",1511px,1042px,101%,20211202
egyptian traditional,"rgb(124, 130, 113)",15375px,844px,100%,20211202
classic dubstep,"rgb(180, 136, 134)",2487px,991px,101%,20211202
collage pop,"rgb(144, 120, 90)",11002px,530px,101%,20211202
musique acadienne,"rgb(158, 141, 12)",9877px,696px,100%,20211202
bhajan,"rgb(142, 134, 7)",13742px,767px,101%,20211202
bandinhas,"rgb(209, 123, 5)",4909px,932px,101%,20211202
finnish alternative rock,"rgb(195, 114, 27)",4710px,348px,101%,20211202
uk82,"rgb(220, 71, 45)",9354px,285px,100%,20211202
bhangra,"rgb(198, 118, 12)",6296px,1000px,102%,20211202
gujarati pop,"rgb(162, 130, 6)",11991px,769px,102%,20211202
chilena,"rgb(173, 137, 22)",10852px,1080px,102%,20211202
virgin islands reggae,"rgb(160, 140, 9)",7969px,1119px,101%,20211202
reggaeton,"rgb(194, 141, 3)",2778px,1174px,124%,20211202
philly drill,"rgb(150, 150, 5)",7326px,1126px,101%,20211202
dembow,"rgb(202, 130, 5)",4459px,1237px,103%,20211202
dixieland,"rgb(90, 132, 114)",17716px,1030px,102%,20211202
indiecoustica,"rgb(121, 150, 16)",11570px,512px,107%,20211202
swedish idol pop,"rgb(173, 137, 5)",4698px,675px,103%,20211202
zouk riddim,"rgb(184, 143, 8)",4962px,993px,101%,20211202
nordic classical piano,"rgb(28, 167, 205)",19787px,507px,100%,20211202
detskie rasskazy,"rgb(55, 125, 1)",18009px,1267px,100%,20211202
musica maranhense,"rgb(154, 134, 4)",10914px,878px,101%,20211202
finnish idol pop,"rgb(152, 140, 4)",7953px,516px,100%,20211202
diy emo,"rgb(177, 119, 37)",7978px,354px,101%,20211202
kentucky punk,"rgb(225, 75, 56)",9330px,265px,100%,20211202
greek metal,"rgb(215, 93, 78)",5917px,224px,100%,20211202
midwest emo,"rgb(185, 116, 49)",8999px,342px,102%,20211202
african metal,"rgb(211, 92, 91)",6225px,243px,100%,20211202
kritika,"rgb(123, 150, 32)",15786px,620px,100%,20211202
massage,"rgb(93, 44, 206)",17083px,49px,100%,20211202
rap dominicano,"rgb(192, 132, 5)",5419px,1193px,104%,20211202
old school dancehall,"rgb(142, 145, 9)",5079px,1261px,101%,20211202
eventyr,"rgb(74, 124, 4)",14384px,1275px,100%,20211202
avant-garde jazz,"rgb(83, 143, 96)",16920px,753px,101%,20211202
ukrainian classical piano,"rgb(30, 161, 185)",20324px,373px,100%,20211202
canadian modern jazz,"rgb(93, 152, 135)",15760px,741px,101%,20211202
cambridge choir,"rgb(37, 150, 76)",19787px,192px,100%,20211202
morna,"rgb(133, 146, 17)",12359px,888px,100%,20211202
sakura wars,"rgb(137, 128, 27)",11668px,435px,100%,20211202
canadian country,"rgb(141, 141, 8)",10729px,618px,103%,20211202
german street punk,"rgb(218, 91, 17)",8630px,377px,100%,20211202
kalmar indie,"rgb(161, 136, 12)",9394px,602px,100%,20211202
tamil worship,"rgb(148, 140, 7)",9802px,774px,100%,20211202
skiffle,"rgb(141, 128, 41)",14113px,934px,100%,20211202
musica angolana,"rgb(174, 143, 10)",6259px,956px,101%,20211202
kabyle moderne,"rgb(198, 116, 8)",5465px,799px,100%,20211202
celtic punk,"rgb(206, 106, 17)",7633px,364px,102%,20211202
indian metal,"rgb(221, 85, 92)",6003px,241px,100%,20211202
musique mariage algerien,"rgb(207, 105, 5)",5027px,810px,100%,20211202
dutch drill,"rgb(147, 144, 12)",6219px,1169px,101%,20211202
swedish trap,"rgb(155, 152, 5)",7464px,1104px,103%,20211202
persian traditional,"rgb(76, 159, 105)",17995px,581px,100%,20211202
nyckelharpa,"rgb(78, 170, 80)",15892px,393px,100%,20211202
boston folk,"rgb(103, 155, 13)",13840px,615px,101%,20211202
musica crista reformada,"rgb(118, 152, 17)",12572px,479px,100%,20211202
israeli punk,"rgb(228, 81, 25)",6091px,333px,100%,20211202
maloya,"rgb(151, 134, 8)",10963px,1023px,100%,20211202
kora,"rgb(111, 152, 111)",15125px,960px,100%,20211202
german hardcore,"rgb(228, 90, 45)",6769px,379px,100%,20211202
punk colombiano,"rgb(222, 93, 15)",6003px,411px,100%,20211202
kizomba,"rgb(176, 147, 19)",2792px,1002px,101%,20211202
acoustic blues,"rgb(81, 144, 37)",18154px,1106px,101%,20211202
super sentai,"rgb(215, 97, 25)",3519px,444px,100%,20211202
kashmiri pop,"rgb(133, 145, 25)",13655px,672px,100%,20211202
punk chileno,"rgb(219, 94, 26)",8368px,377px,100%,20211202
austin singer-songwriter,"rgb(122, 146, 11)",11693px,648px,100%,20211202
vegan straight edge,"rgb(216, 85, 55)",10592px,321px,100%,20211202
musica para ninos,"rgb(78, 150, 93)",14101px,762px,103%,20211202
outsider house,"rgb(154, 135, 182)",4737px,861px,101%,20211202
dutch experimental electronic,"rgb(153, 138, 192)",4195px,892px,100%,20211202
german power metal,"rgb(221, 85, 27)",4816px,208px,102%,20211202
finnish progressive metal,"rgb(213, 102, 66)",5387px,195px,100%,20211202
oulu metal,"rgb(220, 89, 77)",6643px,168px,101%,20211202
plena uruguaya,"rgb(162, 143, 1)",12020px,977px,100%,20211202
australian metalcore,"rgb(232, 80, 35)",4353px,204px,102%,20211202
metalcore,"rgb(230, 81, 31)",4905px,215px,109%,20211202
russian power metal,"rgb(219, 101, 26)",4154px,265px,100%,20211202
norwegian death metal,"rgb(231, 53, 125)",9354px,115px,100%,20211202
cryptic black metal,"rgb(218, 47, 154)",9985px,27px,100%,20211202
hardcore techno,"rgb(222, 101, 102)",1787px,753px,102%,20211202
indonesian thrash metal,"rgb(215, 92, 45)",5438px,456px,100%,20211202
belgian new wave,"rgb(174, 121, 76)",3533px,762px,100%,20211202
french jazz,"rgb(88, 144, 147)",16977px,981px,101%,20211202
nottingham indie,"rgb(149, 135, 57)",10258px,467px,101%,20211202
mallet,"rgb(84, 159, 143)",15972px,874px,100%,20211202
chinese post-punk,"rgb(188, 116, 114)",6997px,375px,100%,20211202
vintage reggae,"rgb(165, 130, 32)",6207px,1095px,100%,20211202
japanese classical,"rgb(56, 155, 174)",16619px,387px,102%,20211202
deep uplifting trance,"rgb(211, 123, 128)",1416px,741px,100%,20211202
german dnb,"rgb(218, 132, 169)",1481px,996px,100%,20211202
scream rap,"rgb(183, 133, 21)",4908px,834px,102%,20211202
malay rap,"rgb(157, 139, 16)",7276px,977px,101%,20211202
south african pop,"rgb(164, 137, 20)",5526px,836px,103%,20211202
indie hidrocalido,"rgb(159, 132, 61)",7462px,589px,100%,20211202
deep eurodance,"rgb(182, 133, 85)",2130px,987px,100%,20211202
rhode island indie,"rgb(172, 115, 67)",10209px,467px,100%,20211202
australian techno,"rgb(186, 140, 200)",1054px,1192px,100%,20211202
japanese shoegaze,"rgb(179, 121, 101)",5795px,297px,101%,20211202
progressive breaks,"rgb(185, 144, 204)",815px,1088px,100%,20211202
melbourne bounce,"rgb(206, 119, 105)",1462px,1088px,103%,20211202
garage punk blues,"rgb(180, 99, 67)",11433px,702px,100%,20211202
peruvian experimental,"rgb(149, 122, 158)",12071px,393px,100%,20211202
kirtan,"rgb(90, 157, 72)",13408px,481px,102%,20211202
gamelan,"rgb(79, 165, 147)",15772px,797px,100%,20211202
icelandic experimental,"rgb(94, 147, 116)",12518px,327px,101%,20211202
sound team,"rgb(149, 130, 176)",5684px,371px,101%,20211202
laboratorio,"rgb(77, 143, 132)",16395px,448px,101%,20211202
musica rondoniense,"rgb(157, 137, 26)",6534px,672px,100%,20211202
hengelliset laulut,"rgb(50, 164, 68)",18274px,375px,100%,20211202
tijuana electronic,"rgb(160, 140, 172)",2976px,991px,100%,20211202
indonesian electronic,"rgb(177, 145, 189)",1667px,1104px,100%,20211202
ambient dub techno,"rgb(147, 144, 207)",2710px,1025px,100%,20211202
ukrainian experimental,"rgb(140, 138, 181)",7316px,715px,100%,20211202
throat singing,"rgb(98, 144, 64)",14913px,462px,100%,20211202
latin soundtrack,"rgb(70, 156, 172)",15019px,308px,101%,20211202
