genre,color,top,left,font_size,run_date
progressive black metal,"rgb(210, 83, 119)",8354px,117px,100%,20211201
folklore venezolano,"rgb(160, 137, 12)",14461px,953px,100%,20211201
british electroacoustic,"rgb(70, 130, 120)",16348px,366px,100%,20211201
sound collage,"rgb(134, 105, 89)",14038px,646px,100%,20211201
seinen,"rgb(159, 132, 85)",5763px,606px,101%,20211201
indonesian r&b,"rgb(171, 138, 92)",3767px,1028px,102%,20211201
montreal indie,"rgb(141, 139, 78)",8997px,646px,101%,20211201
experimental pop,"rgb(144, 132, 91)",10292px,541px,103%,20211201
krautrock,"rgb(132, 132, 140)",11884px,484px,101%,20211201
chill lounge,"rgb(144, 154, 165)",4134px,889px,101%,20211201
kinderchor,"rgb(80, 162, 29)",14052px,764px,100%,20211201
zampogna,"rgb(98, 151, 110)",13229px,279px,100%,20211201
chip hop,"rgb(170, 126, 75)",6052px,877px,100%,20211201
deep chill,"rgb(145, 153, 173)",3673px,939px,100%,20211201
indie sudcaliforniano,"rgb(157, 134, 23)",7867px,822px,100%,20211201
breakcore,"rgb(199, 102, 139)",4031px,807px,100%,20211201
bitpop,"rgb(190, 128, 102)",2670px,680px,101%,20211201
wrestling,"rgb(183, 112, 87)",4639px,552px,105%,20211201
house,"rgb(205, 126, 110)",1172px,1118px,113%,20211201
experimental dub,"rgb(159, 129, 115)",3264px,1054px,100%,20211201
techno argentina,"rgb(188, 141, 216)",592px,1226px,100%,20211201
scorecore,"rgb(89, 152, 187)",12117px,341px,106%,20211201
detroit indie,"rgb(172, 125, 47)",7125px,574px,100%,20211201
ambient psychill,"rgb(159, 151, 197)",3264px,701px,100%,20211201
french techno,"rgb(188, 137, 199)",682px,1227px,101%,20211201
russian techno,"rgb(175, 142, 209)",899px,1303px,100%,20211201
japanese vgm,"rgb(141, 135, 177)",6965px,428px,103%,20211201
digital hardcore,"rgb(211, 86, 107)",3858px,436px,101%,20211201
indietronica,"rgb(172, 134, 68)",3793px,662px,111%,20211201
vanuatu music,"rgb(149, 134, 20)",6842px,1076px,100%,20211201
chill out,"rgb(121, 163, 195)",7322px,879px,101%,20211201
vogue,"rgb(184, 129, 115)",2048px,1132px,100%,20211201
drone,"rgb(82, 141, 192)",14775px,244px,102%,20211201
glitch hop,"rgb(176, 132, 120)",3846px,891px,102%,20211201
power noise,"rgb(201, 98, 160)",2775px,559px,100%,20211201
japanese dream pop,"rgb(155, 136, 100)",8527px,432px,100%,20211201
trap brasileiro,"rgb(147, 148, 5)",7916px,1074px,105%,20211201
deep folk metal,"rgb(209, 93, 78)",6701px,207px,100%,20211201
zambian hip hop,"rgb(180, 136, 7)",8765px,1015px,100%,20211201
deep funk ostentacao,"rgb(174, 135, 4)",5829px,1270px,100%,20211201
rock abc paulista,"rgb(215, 92, 48)",8342px,314px,100%,20211201
asakaa,"rgb(172, 139, 8)",7210px,1125px,100%,20211201
bachata dominicana,"rgb(165, 147, 5)",6754px,1231px,105%,20211201
trinidadian reggae,"rgb(185, 132, 14)",4988px,1076px,100%,20211201
romanian contemporary classical,"rgb(30, 156, 130)",19658px,333px,100%,20211201
art song,"rgb(30, 156, 24)",20009px,424px,100%,20211201
musica menorquina,"rgb(123, 144, 25)",13400px,750px,100%,20211201
turkish classical,"rgb(84, 161, 94)",17723px,444px,100%,20211201
italian orchestra,"rgb(54, 149, 68)",19488px,380px,100%,20211201
finnish tango,"rgb(94, 151, 6)",15238px,559px,100%,20211201
acoustic chill,"rgb(76, 166, 9)",14682px,803px,101%,20211201
string band,"rgb(107, 156, 58)",15291px,844px,100%,20211201
musica popular uruguaya,"rgb(140, 136, 12)",12545px,873px,100%,20211201
sertanejo universitario,"rgb(176, 134, 1)",9102px,833px,113%,20211201
chicago drill,"rgb(161, 145, 1)",5838px,992px,104%,20211201
apostolic worship,"rgb(151, 134, 6)",10918px,432px,100%,20211201
cosmic american,"rgb(128, 132, 44)",13696px,677px,102%,20211201
indian singer-songwriter,"rgb(109, 157, 20)",11053px,695px,102%,20211201
traditional folk,"rgb(77, 151, 36)",17841px,994px,101%,20211201
classical piano,"rgb(32, 163, 214)",20181px,516px,101%,20211201
classic bhangra,"rgb(192, 115, 19)",9152px,990px,101%,20211201
musique mauritanienne,"rgb(155, 142, 7)",10549px,967px,100%,20211201
5th wave emo,"rgb(171, 119, 42)",8923px,353px,101%,20211201
kayokyoku,"rgb(133, 143, 9)",10967px,596px,101%,20211201
old-time fiddle,"rgb(112, 161, 91)",14878px,712px,100%,20211201
argentine punk,"rgb(214, 96, 24)",8354px,356px,101%,20211201
arabic hip hop,"rgb(174, 133, 15)",7197px,1028px,102%,20211201
rap marseille,"rgb(184, 132, 8)",7904px,1081px,105%,20211201
cincinnati rap,"rgb(143, 152, 5)",5572px,1076px,100%,20211201
jain bhajan,"rgb(144, 133, 6)",13388px,805px,100%,20211201
sinogaze,"rgb(170, 128, 134)",6855px,255px,100%,20211201
rap capixaba,"rgb(144, 152, 5)",8165px,1070px,100%,20211201
garage punk,"rgb(220, 75, 68)",9040px,238px,100%,20211201
garhwali pop,"rgb(167, 130, 8)",10624px,928px,100%,20211201
musique guadeloupe,"rgb(189, 134, 14)",4507px,1035px,101%,20211201
mississippi hip hop,"rgb(161, 140, 4)",5122px,1089px,102%,20211201
funk ostentacao,"rgb(174, 132, 3)",6629px,1252px,107%,20211201
swedish drill,"rgb(152, 152, 4)",8265px,1091px,102%,20211201
jackin' house,"rgb(209, 114, 142)",670px,1308px,100%,20211201
baton rouge rap,"rgb(162, 143, 4)",4599px,1118px,105%,20211201
classical guitar quartet,"rgb(39, 167, 220)",19388px,992px,100%,20211201
japanese jazz,"rgb(102, 143, 108)",15053px,822px,102%,20211201
new orleans jazz,"rgb(89, 132, 113)",17591px,1009px,102%,20211201
carnatic instrumental,"rgb(133, 134, 130)",16304px,858px,100%,20211201
modern old-time,"rgb(117, 154, 54)",14546px,798px,100%,20211201
rock urbano mexicano,"rgb(190, 114, 16)",9896px,512px,103%,20211201
new americana,"rgb(122, 145, 18)",13412px,620px,108%,20211201
burkinabe traditional,"rgb(145, 136, 72)",13626px,1105px,100%,20211201
sertanejo,"rgb(171, 136, 1)",9276px,835px,113%,20211201
folclore salteno,"rgb(118, 143, 13)",14619px,978px,101%,20211201
norwegian country,"rgb(161, 136, 6)",8527px,643px,101%,20211201
sertanejo gospel,"rgb(160, 145, 30)",7011px,720px,101%,20211201
malian blues,"rgb(141, 145, 54)",11920px,912px,101%,20211201
canadian rockabilly,"rgb(158, 112, 14)",13450px,686px,100%,20211201
balkan hip hop,"rgb(186, 123, 13)",8003px,1070px,101%,20211201
kentucky metal,"rgb(209, 83, 91)",9542px,233px,100%,20211201
bahamian pop,"rgb(181, 126, 39)",4334px,1063px,100%,20211201
rap conciencia,"rgb(183, 123, 7)",11165px,1050px,105%,20211201
trap chileno,"rgb(158, 151, 5)",5938px,1057px,103%,20211201
hong kong rock,"rgb(167, 124, 20)",7260px,499px,100%,20211201
gambian pop,"rgb(167, 141, 13)",9388px,1098px,100%,20211201
detroit trap,"rgb(164, 142, 1)",5223px,1046px,103%,20211201
ladakhi pop,"rgb(144, 146, 11)",4745px,831px,100%,20211201
rajasthani folk,"rgb(155, 121, 34)",14769px,747px,100%,20211201
norwegian folk rock,"rgb(146, 140, 12)",10893px,499px,101%,20211201
canberra indie,"rgb(156, 130, 38)",10694px,434px,100%,20211201
hindustani vocal,"rgb(102, 143, 60)",17089px,465px,100%,20211201
kompa gouyad,"rgb(172, 152, 24)",2471px,997px,100%,20211201
malayalam pop,"rgb(135, 148, 6)",9910px,816px,100%,20211201
deep indie singer-songwriter,"rgb(123, 150, 15)",10700px,586px,100%,20211201
german indie folk,"rgb(118, 150, 18)",11401px,698px,101%,20211201
stride,"rgb(84, 139, 128)",17868px,996px,103%,20211201
rock en asturiano,"rgb(200, 108, 14)",7677px,467px,100%,20211201
rock caipira,"rgb(187, 121, 31)",8034px,566px,100%,20211201
pinoy pop punk,"rgb(206, 107, 14)",6105px,353px,101%,20211201
mexican son,"rgb(120, 150, 33)",13784px,959px,100%,20211201
french post-rock,"rgb(143, 139, 178)",9138px,273px,100%,20211201
gospel soul,"rgb(129, 124, 11)",14075px,674px,100%,20211201
stoner rock,"rgb(194, 105, 90)",10484px,268px,103%,20211201
balkan folk metal,"rgb(205, 99, 94)",7456px,236px,100%,20211201
prog metal,"rgb(183, 123, 35)",7027px,277px,101%,20211201
canadian death metal,"rgb(231, 67, 122)",6380px,166px,100%,20211201
christian power metal,"rgb(215, 98, 27)",5082px,214px,100%,20211201
norwegian black metal,"rgb(215, 60, 132)",9542px,66px,101%,20211201
reading,"rgb(72, 111, 0)",14974px,1370px,103%,20211201
baltic choir,"rgb(30, 156, 55)",20155px,105px,100%,20211201
technical black metal,"rgb(212, 48, 159)",10657px,37px,100%,20211201
blackened deathcore,"rgb(225, 69, 115)",6205px,148px,101%,20211201
bible,"rgb(67, 129, 0)",16296px,1332px,100%,20211201
brazilian doom metal,"rgb(175, 114, 116)",10411px,143px,100%,20211201
gothic black metal,"rgb(212, 94, 93)",6355px,179px,100%,20211201
romanian black metal,"rgb(206, 84, 132)",8145px,105px,100%,20211201
dutch punk rock,"rgb(221, 93, 16)",5452px,307px,100%,20211201
epicore,"rgb(128, 134, 189)",8783px,330px,103%,20211201
brazilian house,"rgb(187, 142, 134)",1200px,1185px,101%,20211201
concertina,"rgb(85, 166, 144)",16542px,930px,100%,20211201
experimental,"rgb(130, 121, 101)",13290px,545px,103%,20211201
final fantasy,"rgb(107, 148, 179)",11324px,386px,101%,20211201
art pop,"rgb(136, 139, 74)",9861px,541px,115%,20211201
bulgarian indie,"rgb(150, 139, 75)",7530px,650px,100%,20211201
psychedelic jazz fusion,"rgb(149, 128, 153)",11575px,532px,100%,20211201
stubenmusik,"rgb(73, 172, 145)",17115px,1063px,100%,20211201
deep deep tech house,"rgb(188, 138, 195)",633px,1327px,100%,20211201
theme,"rgb(93, 141, 141)",14022px,408px,101%,20211201
indie arequipeno,"rgb(182, 121, 50)",6855px,539px,100%,20211201
latvian rock,"rgb(176, 124, 40)",4942px,564px,100%,20211201
japanese jazztronica,"rgb(176, 132, 103)",4507px,863px,101%,20211201
minnesang,"rgb(30, 165, 31)",19018px,581px,100%,20211201
bothy ballad,"rgb(51, 159, 41)",17549px,1054px,100%,20211201
rock keyboard,"rgb(134, 133, 114)",12564px,550px,100%,20211201
outsider house,"rgb(153, 135, 185)",4690px,863px,101%,20211201
synthwave brasileiro,"rgb(161, 144, 156)",3130px,586px,100%,20211201
rebel blues,"rgb(170, 133, 75)",4533px,564px,103%,20211201
future funk,"rgb(178, 125, 110)",2881px,858px,102%,20211201
french dub,"rgb(164, 143, 104)",2563px,1018px,100%,20211201
thai hip hop,"rgb(163, 133, 19)",6716px,1050px,101%,20211201
polish techno,"rgb(179, 148, 197)",792px,1238px,100%,20211201
greek house,"rgb(176, 145, 187)",1011px,1258px,100%,20211201
music box,"rgb(57, 187, 171)",13449px,997px,102%,20211201
classical accordion,"rgb(71, 156, 96)",17247px,559px,100%,20211201
exotica,"rgb(93, 143, 120)",15726px,606px,101%,20211201
italian soundtrack,"rgb(68, 160, 173)",16070px,330px,101%,20211201
swiss pop,"rgb(178, 133, 46)",4005px,807px,101%,20211201
lebanese indie,"rgb(127, 145, 56)",10160px,631px,100%,20211201
preschool children's music,"rgb(109, 149, 22)",10525px,1112px,104%,20211201
sunset lounge,"rgb(139, 151, 184)",2599px,1137px,100%,20211201
ambeat,"rgb(162, 135, 111)",4797px,1003px,101%,20211201
neapolitan funk,"rgb(162, 129, 81)",5162px,1003px,100%,20211201
tanzlmusi,"rgb(68, 170, 146)",17603px,1078px,100%,20211201
bulgarian electronic,"rgb(190, 141, 193)",682px,1345px,100%,20211201
brass ensemble,"rgb(60, 151, 194)",18622px,494px,100%,20211201
american modern classical,"rgb(52, 153, 141)",18992px,525px,101%,20211201
er ge,"rgb(101, 150, 52)",11005px,996px,100%,20211201
cape town indie,"rgb(171, 133, 46)",4146px,798px,101%,20211201
anime score,"rgb(115, 143, 159)",11274px,416px,104%,20211201
destroy techno,"rgb(194, 130, 142)",1434px,1125px,102%,20211201
detski pesnichki,"rgb(116, 153, 29)",10834px,1026px,100%,20211201
german house,"rgb(167, 148, 156)",1112px,1253px,102%,20211201
belgian techno,"rgb(190, 138, 206)",515px,1234px,100%,20211201
antideutsche,"rgb(192, 116, 20)",5838px,766px,102%,20211201
polish experimental,"rgb(122, 129, 164)",12290px,353px,100%,20211201
early synthpop,"rgb(178, 120, 77)",2907px,875px,101%,20211201
swiss jazz,"rgb(92, 141, 145)",15251px,811px,100%,20211201
nu skool breaks,"rgb(199, 123, 132)",1495px,1043px,101%,20211201
collage pop,"rgb(144, 120, 90)",10955px,532px,101%,20211201
swedish synth,"rgb(188, 134, 91)",1930px,789px,100%,20211201
egyptian traditional,"rgb(124, 130, 113)",15356px,846px,100%,20211201
classic dubstep,"rgb(180, 136, 134)",2484px,992px,101%,20211201
hardcore,"rgb(229, 78, 38)",9261px,333px,101%,20211201
black sludge,"rgb(186, 104, 149)",10669px,157px,100%,20211201
alternative metalcore,"rgb(212, 94, 36)",5748px,333px,100%,20211201
musique acadienne,"rgb(158, 141, 12)",9812px,698px,100%,20211201
bhajan,"rgb(142, 134, 7)",13635px,768px,101%,20211201
diy emo,"rgb(177, 119, 37)",8022px,356px,101%,20211201
gujarati pop,"rgb(162, 130, 6)",12022px,771px,102%,20211201
chilena,"rgb(173, 137, 22)",10586px,1081px,102%,20211201
reggaeton,"rgb(194, 141, 3)",2762px,1175px,124%,20211201
philly drill,"rgb(150, 150, 5)",7222px,1127px,101%,20211201
dembow,"rgb(202, 130, 5)",4454px,1238px,103%,20211201
persian traditional,"rgb(76, 159, 104)",17973px,579px,100%,20211201
dixieland,"rgb(90, 132, 114)",17695px,1031px,101%,20211201
indian instrumental rock,"rgb(146, 141, 150)",10584px,331px,100%,20211201
indiecoustica,"rgb(122, 150, 16)",11275px,512px,107%,20211201
swedish idol pop,"rgb(173, 137, 5)",4692px,677px,103%,20211201
nordic classical piano,"rgb(28, 167, 205)",19765px,510px,100%,20211201
detskie rasskazy,"rgb(55, 125, 1)",17987px,1267px,100%,20211201
musica maranhense,"rgb(154, 134, 4)",10956px,879px,101%,20211201
kentucky punk,"rgb(225, 75, 56)",9530px,268px,100%,20211201
finnish idol pop,"rgb(152, 140, 4)",8058px,518px,100%,20211201
midwest emo,"rgb(185, 116, 49)",8664px,345px,102%,20211201
kritika,"rgb(123, 150, 32)",15767px,622px,100%,20211201
african metal,"rgb(211, 92, 91)",6270px,245px,100%,20211201
oi,"rgb(222, 78, 30)",8758px,320px,101%,20211201
finnish alternative rock,"rgb(195, 114, 27)",4692px,351px,101%,20211201
rap dominicano,"rgb(192, 132, 5)",5437px,1194px,104%,20211201
eventyr,"rgb(74, 124, 4)",14366px,1276px,100%,20211201
canadian modern jazz,"rgb(93, 152, 135)",15741px,742px,101%,20211201
cambridge choir,"rgb(37, 150, 76)",19744px,193px,100%,20211201
morna,"rgb(133, 146, 17)",12302px,889px,100%,20211201
german street punk,"rgb(218, 91, 17)",8835px,380px,100%,20211201
canadian country,"rgb(141, 141, 8)",10724px,620px,103%,20211201
sakura wars,"rgb(137, 128, 27)",11373px,438px,100%,20211201
progressive post-hardcore,"rgb(200, 107, 34)",6466px,288px,102%,20211201
tamil worship,"rgb(148, 140, 7)",9664px,775px,100%,20211201
kalmar indie,"rgb(161, 136, 12)",9202px,604px,100%,20211201
skiffle,"rgb(141, 128, 41)",14027px,936px,100%,20211201
country quebecois,"rgb(144, 144, 5)",10008px,625px,100%,20211201
celtic punk,"rgb(206, 107, 17)",7800px,368px,102%,20211201
kabyle moderne,"rgb(198, 116, 8)",5465px,800px,100%,20211201
uk82,"rgb(220, 71, 45)",9685px,288px,100%,20211201
indian metal,"rgb(221, 85, 92)",5996px,244px,100%,20211201
musique mariage algerien,"rgb(207, 105, 5)",5009px,809px,100%,20211201
dutch drill,"rgb(147, 144, 12)",6116px,1170px,101%,20211201
swedish trap,"rgb(155, 152, 5)",7609px,1103px,103%,20211201
dinner jazz,"rgb(52, 168, 200)",15238px,1155px,103%,20211201
nyckelharpa,"rgb(79, 170, 80)",15858px,396px,100%,20211201
boston folk,"rgb(103, 155, 13)",13744px,617px,101%,20211201
musica crista reformada,"rgb(118, 152, 17)",12701px,482px,100%,20211201
israeli punk,"rgb(228, 82, 24)",6139px,337px,100%,20211201
kabarett,"rgb(123, 103, 2)",15568px,1210px,101%,20211201
maloya,"rgb(151, 134, 8)",10884px,1024px,100%,20211201
kora,"rgb(111, 153, 112)",15133px,961px,100%,20211201
punk colombiano,"rgb(221, 94, 15)",5938px,420px,100%,20211201
german hardcore,"rgb(228, 90, 45)",6855px,382px,100%,20211201
super sentai,"rgb(215, 98, 25)",3515px,446px,100%,20211201
kizomba,"rgb(176, 147, 19)",2788px,1003px,101%,20211201
austin singer-songwriter,"rgb(122, 146, 11)",11899px,650px,100%,20211201
vegan straight edge,"rgb(216, 85, 55)",10522px,324px,100%,20211201
acoustic blues,"rgb(81, 144, 37)",18132px,1107px,101%,20211201
kashmiri pop,"rgb(133, 145, 25)",13647px,674px,100%,20211201
musica angolana,"rgb(173, 143, 11)",6079px,955px,101%,20211201
bluegrass,"rgb(109, 150, 39)",14486px,861px,102%,20211201
ambient dub techno,"rgb(143, 144, 208)",3023px,1011px,100%,20211201
dutch experimental electronic,"rgb(153, 138, 192)",4190px,893px,100%,20211201
german power metal,"rgb(221, 85, 27)",4810px,211px,102%,20211201
finnish progressive metal,"rgb(213, 102, 66)",5427px,198px,100%,20211201
oulu metal,"rgb(220, 89, 77)",6565px,171px,101%,20211201
plena uruguaya,"rgb(162, 143, 1)",11983px,978px,100%,20211201
australian metalcore,"rgb(232, 80, 35)",4360px,207px,102%,20211201
metalcore,"rgb(230, 81, 32)",4899px,218px,110%,20211201
russian power metal,"rgb(219, 101, 26)",4156px,268px,100%,20211201
norwegian death metal,"rgb(231, 53, 125)",9433px,118px,100%,20211201
indonesian thrash metal,"rgb(215, 92, 45)",5503px,458px,100%,20211201
french jazz,"rgb(88, 144, 147)",16956px,982px,101%,20211201
deep german indie,"rgb(156, 137, 47)",6528px,604px,100%,20211201
cambodian pop,"rgb(162, 144, 16)",7384px,822px,100%,20211201
belgian new wave,"rgb(174, 121, 76)",3529px,764px,100%,20211201
nottingham indie,"rgb(149, 135, 57)",10314px,469px,101%,20211201
ska,"rgb(150, 134, 38)",8203px,1107px,104%,20211201
chinese post-punk,"rgb(188, 116, 114)",7064px,378px,100%,20211201
vintage reggae,"rgb(165, 130, 32)",6054px,1096px,100%,20211201
japanese classical,"rgb(56, 155, 174)",16599px,390px,102%,20211201
otacore,"rgb(141, 138, 126)",9285px,514px,108%,20211201
christmas product,"rgb(81, 161, 92)",13807px,653px,100%,20211201
south african pop,"rgb(165, 137, 19)",5416px,846px,103%,20211201
rap rock,"rgb(211, 98, 27)",4401px,543px,108%,20211201
indie hidrocalido,"rgb(159, 132, 61)",7493px,591px,100%,20211201
scream rap,"rgb(183, 133, 21)",4877px,835px,102%,20211201
rhode island indie,"rgb(172, 115, 67)",10447px,469px,100%,20211201
australian techno,"rgb(186, 140, 200)",1023px,1192px,100%,20211201
japanese shoegaze,"rgb(179, 121, 101)",5809px,299px,101%,20211201
melbourne bounce,"rgb(206, 119, 104)",1446px,1087px,102%,20211201
peruvian experimental,"rgb(149, 122, 158)",11957px,392px,100%,20211201
kirtan,"rgb(91, 157, 72)",13635px,484px,102%,20211201
gamelan,"rgb(79, 165, 147)",15753px,798px,100%,20211201
traditional soul,"rgb(132, 133, 46)",11018px,932px,100%,20211201
icelandic experimental,"rgb(94, 147, 116)",12662px,331px,101%,20211201
elektropunk,"rgb(180, 127, 51)",2226px,957px,100%,20211201
deep punk rock,"rgb(195, 96, 51)",9028px,536px,100%,20211201
deep ambient,"rgb(69, 144, 205)",15212px,173px,100%,20211201
deep gothic post-punk,"rgb(189, 121, 95)",4466px,418px,100%,20211201
sound team,"rgb(149, 130, 176)",5677px,374px,101%,20211201
laboratorio,"rgb(77, 143, 132)",16375px,450px,101%,20211201
musica rondoniense,"rgb(157, 137, 26)",6601px,674px,100%,20211201
classic italian folk pop,"rgb(139, 143, 39)",10450px,803px,100%,20211201
tijuana electronic,"rgb(160, 140, 172)",2956px,990px,100%,20211201
indonesian electronic,"rgb(177, 145, 189)",1665px,1105px,100%,20211201
ukrainian experimental,"rgb(140, 138, 181)",7347px,720px,100%,20211201
gypsy,"rgb(113, 148, 90)",15608px,666px,100%,20211201
throat singing,"rgb(98, 144, 63)",14866px,467px,100%,20211201
latin soundtrack,"rgb(70, 156, 172)",15000px,311px,101%,20211201
nantes indie,"rgb(151, 140, 53)",7237px,714px,101%,20211201
siberian folk,"rgb(109, 140, 46)",14300px,518px,100%,20211201
slovak rock,"rgb(183, 121, 30)",5875px,650px,101%,20211201
vintage french psychedelic,"rgb(111, 142, 94)",13940px,588px,100%,20211201
j-indie,"rgb(175, 124, 43)",6516px,534px,101%,20211201
birthday,"rgb(151, 134, 5)",6469px,963px,100%,20211201
winnipeg hip hop,"rgb(155, 138, 41)",6566px,1043px,100%,20211201
minneapolis sound,"rgb(164, 122, 21)",3250px,1030px,102%,20211201
classic k-pop,"rgb(173, 130, 20)",4401px,837px,101%,20211201
portuguese techno,"rgb(204, 135, 215)",447px,1229px,100%,20211201
bass house,"rgb(207, 122, 113)",1421px,1203px,104%,20211201
movie tunes,"rgb(76, 146, 50)",16983px,596px,104%,20211201
norwegian experimental,"rgb(113, 128, 141)",12686px,370px,100%,20211201
miami indie,"rgb(174, 123, 43)",6831px,499px,100%,20211201
pakistani indie,"rgb(141, 142, 59)",8947px,601px,100%,20211201
borneo traditional,"rgb(105, 158, 145)",12563px,902px,100%,20211201
latvian pop,"rgb(152, 137, 32)",7161px,764px,101%,20211201
icelandic post-punk,"rgb(179, 116, 80)",5327px,499px,100%,20211201
